SongNumber,SongID,TrackID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,Rock,Pop,Electronic,Jazz,Metal,RAndB,Folk,HipHop
7163,SOSWEJS12A8C138994,TRAMFIU128F426B004,208878,Fireball Mail - Country,AR2DKN01187FB3AA39,38.08767,Lamar CO,-102.61916,Wesley Tuttle,0.0,175.22893,2,0.721,71.705,4,0.815,With Tears In My Eyes,1992,0,0,0,0,0,0,0,0
7165,SOYOBCG12A6701FB4E,TRAMFCQ128E078CF59,13340,Cactology The Cactus Collection,ARTPY6B1187B98C720,,,,Cactus,0.0,186.69669,7,0.31,133.227,1,0.132,Parchman Farm (LP Version),0,1,0,0,0,0,0,0,0
7167,SOYEFDU12A6310F400,TRAMFRD128E07833DA,1484,The Collection,ARYJSY01187B9B7C65,35.79732,Locust Ridge TN,-83.39238,Dolly Parton,0.0,166.24281,1,0.24,139.981,3,0.069,When Jesus Comes Calling For Me,1998,0,0,0,0,0,0,0,0
7168,SODNXEC12A8C130EFA,TRAMFFW128F4263AD7,283192,Greatest Hits Volume 2,ARSF0K11187B9AF319,51.50853,London England,-0.12574,James Taylor,0.0,197.11955,4,0.296,101.967,4,0.041,Everyday,0,1,1,0,0,0,0,1,0
7169,SOCIKSJ12AB018BEAB,TRAMFAS12903CD7030,768961,Euphoria: A Decade of Trance Anthems,ARVV4Y41187B995F04,,,,Deepest Blue,0.0,514.45506,6,0.437,130.013,1,0.0,Is It A Sin,2004,1,1,1,0,0,0,0,0
7170,SOQCQNU12A8C138694,TRAMFJR128F92C1DB1,310752,The Essential Toni Braxton,ARAEX7Y1187FB42D36,39.13705,Severn MD,-76.6983,Toni Braxton,0.0,262.08608,11,0.048,175.959,4,0.792,He Wasn't Man Enough,2000,0,1,1,0,0,1,0,1
7171,SOOXHKU12AB0187180,TRAMFDZ12903CA7820,662685,Hello,ARVI9KK1187B9AACB4,,,,Jan Wayne,0.0,381.28281,6,0.623,127.968,4,0.0,Hello,2010,0,0,0,0,0,0,0,0
7172,SOOREAS12A58A7C580,TRAMKKJ128F1463612,26734,Jah Kingdom,ARJ2PMY1187FB5B563,40.81677,NY - Long Island,-73.06622,Burning Spear,0.0,217.93914,8,0.516,101.799,1,0.51,Tumble Down,1991,0,0,0,0,0,0,0,0
7173,SOOFJAI12A6D4F6F24,TRAMKXD128F146697F,27782,Re-Cycled Vinyl Blues,AR0NKFJ1187B9AF1FF,51.77045,Essex England,0.64255,Neil Innes,0.0,222.87628,2,0.611,140.069,1,0.0,Come Out Into The Open,1995,1,1,0,0,0,0,0,0
7175,SORGSDN12A6D4FCA0A,TRAMKVB128F4223DAE,176769,Wail & Ride,AREP0H61187FB443CF,,,,Grayson Capps,0.0,236.59057,9,0.578,132.684,3,0.0,Mermaid,2006,1,0,0,0,0,0,0,0
7176,SOZFGOG12A58A7F755,TRAMKUA128F92ED3E1,479327,Amorica,ARUKN9H1187B9B71C8,33.749,Atlanta GA,-84.38798,The Black Crowes,0.0,339.25179,2,0.5,117.706,4,0.87,Ballad In Urgency,1994,1,0,0,0,0,0,0,0
7177,SOUQKXS12A8C132CAD,TRAMKCK128F4266769,283205,This Is The Remix,ARN7POH1187B9B301E,32.78306,Dallas TX,-96.80667,Jessica Simpson featuring Lil Bow Wow,0.0,215.66649,1,0.73,93.08,4,0.88,Irresistible,2001,0,1,1,0,0,1,0,0
7178,SOOVQIU12A6D4FB6C9,TRAMKQJ128F1499D81,55862,Live In Tokyo,AR3THYK1187B999F1F,,,,João Gilberto,0.0,333.89669,7,0.0,76.953,5,0.361,Meditacao,0,0,0,0,0,0,0,0,0
7179,SOTWTSF12AB01830BD,TRAMKUF128F9353E34,648966,Notorious P.I.G.,ARNKWCP1187FB3AAF6,,,,Electronic pig,0.0,218.53995,9,0.192,137.938,4,1.0,Electro nicpig,2005,0,0,0,0,0,0,0,0
7180,SOCZJSH12A6D4F7636,TRAMKRX128EF3686A4,86064,Sometimes,ARMH10M1187FB4184F,44.50024,Wisconsin,-90.00041,fIREHOSE,0.0,201.22077,9,0.625,179.008,4,0.42,For The Singer Of R.E.M.,0,0,0,0,0,0,0,0,0
7181,SOQVXCF12AF72A419B,TRAMKDJ128F92F3D8B,337526,Deloused in the Comatorium,ARHUC691187B9AD27F,34.11176,Long Beach California,-118.18076,The Mars Volta,0.0,521.63873,9,0.446,174.792,5,0.494,Take The Veil Cerpin Taxt,2003,1,0,0,0,1,0,0,0
7182,SOGCGDZ12AB01844CC,TRAMKPP128F92F6F0C,393775,The New Rules,ARALUUG1187FB58696,30.43883,Ponchatoula LA,-90.44116,Irma Thomas,0.0,173.26975,6,0.304,130.839,1,0.18,I Gave You Everything,0,0,0,0,0,0,1,0,0
7183,SONRCXL12A8C13ABE3,TRAMAKK128F9301EE4,343322,Still [Collector's Edition],ARKZXSQ1187B9AC9F3,,,,Joy Division,0.0,218.56608,2,0.656,162.394,4,0.0,Digital [Live at Birmingham University] [2007 Re-mastered],0,1,1,0,0,0,0,0,0
7185,SOXNJYI12A67AE0EE7,TRAMARM128E0796A50,17419,Dirty Little Secret,ARR1R5V1187FB4D234,36.11561,Stillwater OK,-97.05837,The All-American Rejects,0.0,279.71873,9,0.741,147.998,4,0.168,Bite Back,2005,1,1,0,0,0,0,0,0
7187,SOZPJVN12A8C133983,TRAMAYD128F426DDBD,285639,The Complete Blind Willie Johnson,ARDK0551187FB5AC48,31.30627,Marlin TX,-96.89774,Blind Willie Johnson,0.0,193.20118,7,0.388,139.866,1,0.0,Jesus Is Coming Soon,1989,0,0,0,0,0,0,0,0
7188,SOZFYIJ12AB018DB5F,TRAMAHA12903CBF34E,670994,Show Me Your Teeth (Radio Edit),AR2AGLK1187B9AAAD0,34.05349,Los Angeles CA,-118.24532,Year Long Disaster,0.0,228.15302,0,0.122,113.978,4,1.0,Show Me Your Teeth (Radio Edit),0,1,0,0,0,0,0,0,0
7189,SOZTRYZ12A8C13D285,TRAMUFV128F428DA9F,105765,Amphibian,AR9JJ761187B9AF496,,,,Tanya Chua,0.0,254.24934,8,0.576,147.892,4,1.0,Zuo Li Bu An,0,0,0,0,0,0,0,0,0
7190,SOMHYKZ12B34F1F013,TRAMUYQ128F428CA58,296950,Gung Ho,ARXPDRB1187B9AD0B1,41.88415,Chicago IL,-87.63241,Patti Smith,0.0,283.19302,2,0.096,97.147,4,0.632,Lo and Beholden,2000,1,0,0,0,0,0,0,0
7191,SOPDUIV12A8C1367B5,TRAMUCQ128F4254CA3,259464,You Give Love a Bad Name,ARA7WV51187FB532B0,44.48721,Lancaster NH,-71.56889,GG Allin,0.0,143.59465,10,0.502,140.97,1,0.371,Garbage Dump,1999,1,0,0,0,0,0,0,0
7196,SOKZNMZ12A6D4F7D44,TRAMUUZ128F933CA08,422255,Unfinished Business (Explicit),ARSQDUN1187B98D7D7,40.60843,allentown Pennsylvania USA,-75.49018,EPMD,0.0,181.39383,7,0.437,122.838,1,0.87,Please Listen To My Demo,1989,0,0,0,0,0,0,0,1
7197,SOVWWUP12AB017FDB1,TRAMEEC128F9307A54,490624,Rafaniello  Salario Garantito,ARVY1W51187B9AF4F7,,,,99 Posse,0.0,351.34649,7,0.467,101.849,4,0.612,Rafaniello,1992,0,0,1,0,0,0,0,1
7199,SOQNPQX12A8C135E46,TRAMESI128F93509F7,562015,Set The World On Fire (Premiere Performance Plus Track),AR5LZJD1187FB4C5E5,35.66693, NC,-80.46935,Britt Nicole,0.0,220.36853,4,0.371,120.008,4,1.0,Set The World On Fire,2007,1,1,0,0,0,0,0,0
7204,SODYSVW12A679C805B,TRAMEDG128E07933F4,15821,A Little Deeper,AR21YNH1187FB49649,51.50632,London,-0.12714,Ms. Dynamite,0.0,269.81832,9,0.65,150.567,4,1.0,All I Ever,2002,0,0,0,0,0,1,0,1
7208,SOWZREF12A8C13810B,TRAMEVZ128F4280A16,292250,Live In London,AROY6XW1187B991121,40.7526,Carle Place New York,-73.61041,Steve Vai,0.0,363.36281,2,0.434,163.692,4,0.183,Fire,2001,1,0,0,0,0,0,0,0
7209,SOIEKLM12AB01896EC,TRAMEBP12903CD7EEA,813893,Le Chat Bleu,AR4NREB1187B9AEDAC,40.71455,New York NY,-74.00712,Mink DeVille,0.0,173.92281,7,0.401,41.945,4,0.373,Heaven Stood Still,1980,1,0,0,1,0,1,0,0
7211,SOSRMYO12A6D4F64EA,TRAMEEO128F1462296,26220,Put Him Out,AR21YNH1187FB49649,51.50632,London,-0.12714,Ms. Dynamite  Bounty Killer,0.0,241.37098,8,0.752,105.201,4,0.536,Put Him Out,2002,0,1,0,1,0,1,0,1
7212,SOFPYWI12AB017E7C0,TRAMOLS128F92F99E3,484720,Action  Adventure,AR1WLWQ1187B989B85,,,,Dealership,0.0,103.52281,10,0.691,107.002,4,0.518,I Don't Want Your Love,2004,0,0,0,0,0,0,0,0
7218,SOIJZUS12A6D4F73B1,TRAMOXE128EF36565E,84421,One More Time!,ARGPFYP1187B98F5CB,39.75911,Dayton OH,-84.19444,The Highwaymen,0.0,277.83791,7,1.0,154.188,3,1.0,Abilene,0,0,0,0,0,0,0,0,0
7223,SOIHARY12A8C1338E8,TRAMODP128F426247B,282390,All Money Is Legal,ARC18161187FB4CF4B,40.71455,New York NY,-74.00712,Amil,0.0,269.19138,7,0.397,90.894,4,0.724,Get Down,2000,0,0,0,0,0,0,0,0
7225,SONSVNR12A8C1405E7,TRAMOON128F92CB142,372601,Stars of Radio & Television,ARZJFOF1269FB36799,,,,Frankie Howard,0.0,198.73914,8,0.71,165.903,5,0.749,Three Little Fishes,0,0,0,0,0,0,0,0,0
7226,SOARXSQ12A67020F78,TRAMOPU128E07888FD,10147,Siamese Dream,ARN5NHX1187FB4F755,41.88415,Chicago IL,-87.63241,The Smashing Pumpkins,0.0,246.93506,0,1.0,115.938,3,0.733,Rocket,1993,1,0,0,0,0,0,0,0
7232,SOFWEJY12A8C131DF1,TRAMQCL128F426F80D,210302,Azure,ARLTWXK1187FB5A3F8,32.74863,Fort Worth TX,-97.32925,King Curtis,0.0,169.01179,5,0.462,43.211,4,0.0,Misty,0,0,0,0,0,0,0,0,0
7238,SOVRUGO12A8151D3B3,TRAMVUW128F42325F9,129747,Strikes,ARKE7ZQ1187FB504BB,30.33218,Jacksonville FL,-81.65565,Blackfoot,0.0,177.8673,9,0.576,121.483,4,0.57,Train_ Train (LP Version),0,0,0,0,0,0,0,0,0
7240,SOLTLEZ12AB01886B3,TRAMVBZ12903CB2635,666515,Classic Tracks,ARIFGKC1187B9B04D5,40.36979,Steubenville OH,-80.63396,Dean Martin,0.0,134.94812,5,0.422,63.16,3,0.772,Pennies From Heaven,1997,0,0,0,0,0,0,0,0
7241,SOGBZFX12A8C13C9BA,TRAMVOM128F42ACB16,307773,Live At Alexandra Palace,ARXDQJB1187FB57154,51.50632,London England,-0.12714,Faithless,0.0,275.12118,0,0.515,130.002,4,0.0,Take The Long Way Home,1998,0,1,1,0,0,0,0,0
7244,SOOOUTD12A8C135657,TRAMBVP128F424DD31,247822,A Good Life,ARZIKR01187B98DF08,,,,Joe Grushecky,0.0,231.57506,7,0.156,139.066,4,1.0,A Good Life,0,1,0,0,0,0,0,0,0
7245,SOZWECJ12A6D4F5229,TRAMBNF128F426FBB6,110046,Chimaira,ARDEC2A1187B9A460E,41.4995,Cleveland OH,-81.69541,Chimaira,0.0,342.36036,7,0.216,93.513,4,0.57,Left For Dead (Album Version),2005,1,0,0,0,1,0,0,0
7246,SOHPUUH12A8C137C12,TRAMBAG128F427D469,98778,Cuero Caliente,ARFK4281187FB5C811,,,,Vox Dei,0.0,197.04118,9,0.732,154.475,1,0.0,A Nadie Le Interesa Si Quedás Atrás (Total Que...),1974,0,0,0,0,0,0,0,0
7247,SOCHVST12AB017CD1D,TRAMBRB128F931E683,543440,Astronauta Tupy,AR95CRV1187B9AFD6D,,,,Pedro Luis e a Parede,0.0,151.92771,7,0.821,92.065,1,0.0,In The Rain,1997,0,0,0,0,0,0,0,0
7249,SOUNTXT12A8C138FC2,TRAMBLO128F4287D24,295238,Down With The King,ARX9YIP1187B98A656,,,,RUN-DMC,0.0,216.65914,6,0.142,102.176,4,0.783,Can I Get A Witness,1993,0,0,0,0,0,0,0,1
7252,SOFNQWZ12A6BD53D1D,TRAMBFD128EF34B848,72102,Music Is My Savior,ARGK9MB1187FB37402,40.8448,New York NY [Washington Heights],-73.93585,MIMS,0.0,181.28934,11,0.217,105.393,4,0.906,Cop It,2007,0,0,0,0,0,1,0,1
7253,SOQVVEE12AB01843C3,TRAMBBV128F9337714,553397,A New Kind of Army,ARUSOMY1187FB4D3B4,40.44062,Pittsburgh PA,-79.99589,Anti-Flag,0.0,175.25506,6,0.178,110.134,1,0.0,Tearing Everyone Down,1998,1,0,0,0,0,0,0,0
7254,SOUBHGD12A8AE4685D,TRAMBEY128F42408F1,137777,Sinch,AR3O66A1187FB39519,40.99471,Pennsylvania,-77.60454,Sinch,0.0,300.72118,2,0.0,135.895,3,0.97,Plasma (Album Version),2002,1,0,0,0,0,0,0,0
7255,SONLPSN12A8AE4711C,TRAMBHU128F425A620,279033,Whenever You Need Somebody,ARWPYQI1187FB4D55A,53.45644,Newton-le-Willows Merseyside England,-2.63265,Rick Astley,0.0,225.4624,8,0.011,128.171,4,0.51,You Move Me,1987,0,1,0,0,0,0,0,0
7258,SOXXGFN12A8C1379A1,TRAMBEV128F424C478,249009,Hattie B's Daughter,ARF3PG41187FB4B0B4,,,,Dorothy Norwood,0.0,287.03302,5,0.701,151.215,3,1.0,Near The Cross,0,0,0,0,0,0,0,0,0
7259,SOKBJDL12A8C145D66,TRAMBRA128F92D257A,320271,The Oscillator,AR7PPJV1187FB397CC,,,,The James Taylor Quartet,0.0,283.37587,4,0.601,204.791,7,0.552,The Obsession,2003,0,0,0,1,0,1,0,0
7260,SOVAVUD12AB01832AE,TRAMHKT128F9309043,346332,Prayer,ARGAWJY11F50C50904,,,,Jane Winther,0.0,159.84281,11,0.612,0.0,1,0.0,Kyrie Eleison,0,0,0,0,0,0,0,0,0
7261,SOSFOAC12A58A78544,TRAMHGR128F933E350,555842,Call My Name,ARMHR011187B9A62B5,40.79472,Spanish Harlem New York City NY,-73.9425,Joe Bataan,0.0,199.3922,10,0.0,104.801,4,0.0,Keep The Change,2005,0,0,0,0,0,1,0,0
7262,SOMLUAZ12A8C133A5F,TRAMHFW128F4254303,146087,Shall We Salsa,AR12MUW1187B9A5DF4,29.76045,HOUSTON Texas,-95.36978,Ricardo Lemvo,0.0,292.12689,5,0.685,175.43,4,0.864,Yiri Yiri Bon,1997,0,0,0,0,0,0,0,0
7263,SODFSTY12A6701E6D3,TRAMHJH128E0793259,15791,That Was Only Yesterday - An Introduction To,AR4YY6D1187B9AEC44,54.75844,Great Britain  UK,-2.69531,Spooky Tooth,0.0,545.74975,7,0.407,142.646,4,0.082,Evil Woman,1969,1,0,0,0,1,1,0,0
7266,SOJZTXJ12AB01845FB,TRAMHIY128F427A892,214103,Mambo Diablo,AR02IU11187FB513F2,40.71427,New York NY,-74.00597,Tito Puente,0.0,295.05261,7,0.444,88.384,4,0.284,China,1972,0,0,0,1,0,0,0,0
7268,SOHZTFU12A8C144690,TRAMHPR128F92EDD34,526234,Inside Out,AR5EQRI1187FB41287,56.87546,Latvia,24.6075,Kuba,0.0,402.65098,5,0.787,168.004,4,0.257,We'll Learn,0,0,0,1,0,0,0,0,0
7269,SONQKDG12A8C130D96,TRAMHMO128F93167EA,496370,Tres Cosas,AR7DFJP1187B992F13,,,,Juana Molina,0.0,262.89587,3,0.235,108.504,4,0.812,Isabel,2004,0,0,1,1,0,0,0,0
7270,SOUFLXO12A6701DD54,TRAJXNN128E078F945,14562,Harder Than The Best,ARJ2PMY1187FB5B563,40.81677,NY - Long Island,-73.06622,Burning Spear,0.0,355.18649,11,0.774,125.245,4,0.05,Civilized Reggae,1980,0,0,0,0,0,0,0,0
7271,SOJMLXA12A8C12FB20,TRAJXNB128F4261F43,282332,Fire Garden,AROY6XW1187B991121,40.7526,Carle Place New York,-73.61041,Steve Vai,0.0,304.71791,5,0.663,227.161,4,0.645,Brother,1996,1,0,0,0,1,0,0,0
7274,SOTJEIC12A8C139054,TRAJXQL128F428CAF0,297314,Fiesta Macarena,AR0OTEX1187FB3600D,,,,Los Del Rio,0.0,249.49506,10,0.498,206.02,1,0.0,Macarena,1993,0,1,0,0,0,1,0,0
7275,SOMUJKH12AB01842E2,TRAJXHP128F9344F44,513770,Hey!,ARQIAEA1187FB4F9F9,,,,Laidback Luke & Diplo,0.0,315.92444,7,0.541,126.94,4,1.0,Hey!,0,0,0,1,0,0,0,0,0
7276,SONJBDA12AB0183CFD,TRAJXUS128F9309CEE,535936,Broken Dreams,ARKEFM61187B9A8202,30.99688,Corrigan Polk County TX,-94.82807,Moon Mullican,0.0,157.49179,5,0.65,182.408,4,0.0,What's The Matter With The Mill,0,0,0,0,0,0,0,0,0
7280,SOXYLNP12A58A77347,TRAJXYE128F92C9BD7,371942,Windows Of Heaven,AR1WC0X1187B991056,37.77916,San Francisco CA,-122.42005,Jefferson Starship,0.0,329.50812,2,0.163,132.611,4,0.638,Let me fly,1999,0,1,0,0,0,0,0,0
7283,SOUNPTA12AB0183132,TRAJXGX12903D077EC,608786,Slow to Burn (Deluxe),ARZFRQM1187B9A9772,,,,Vanessa Daou,0.0,222.04036,8,0.903,144.975,4,1.0,Evening,1996,0,0,1,1,0,0,0,0
7284,SOZHDIA12A58A80F93,TRAJXKX128F428021C,292141,G3 Live:  Rockin' in the Free World,ARNZ70R1187B9A4824,40.74,Westbury Long Island NY,-73.6038,Joe Satriani,0.0,185.70404,11,0.68,83.957,3,0.179,Midnight,1987,1,0,0,0,1,0,0,0
7285,SOCLCWX12A8C133EC0,TRAJRTY128F426CF1F,285461,Songs Of The Civil War,AR1DR0E1187FB48F61,38.23363,Cross Lane WV,-80.93523,Kathy Mattea,0.0,156.62975,9,0.297,96.695,3,1.0,The Southern Soldier Boy,1991,0,0,0,0,0,0,0,0
7288,SOKOFFJ12AB018F6A1,TRAJRBF12903CDCA3F,771190,The Whore's Trophy,ARDTECS1187FB538C0,42.93896,AMSTERDAM New York,-74.18893,Symphony in Peril,0.0,245.13261,9,0.871,100.034,4,1.0,Inherent Scars,2005,0,0,0,0,0,0,0,0
7290,SOUVKXW12A8C1427AC,TRAJRIT128F92F4352,611118,Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes,ARPDVPJ1187B9ADBE9,33.749,Atlanta GA,-84.38798,Usher,0.0,286.77179,11,0.322,147.979,4,0.0,Trading Places,2008,1,1,0,0,0,1,0,1
7291,SOGJVNZ12AB0185170,TRAJRMZ128F932DC12,364794,Sounds & Pressure Vol. 3,ARJPUZC1187B99A8F6,18.20904,Westmoreland Jamaica,-77.97559,Mike Brooks,0.0,132.93669,6,0.514,139.202,4,0.0,Woman of Shiloh,0,0,0,0,0,0,0,0,0
7292,SOFRPPE12A6D4FAB3E,TRAJRMO128F421FA6F,175378,Love For All Seasons,AROPZYT11F4C83EFFA,,,,J.C. Lodge,0.0,286.6673,0,0.532,152.516,4,0.0,Dub It,0,0,0,0,0,0,0,0,0
7296,SOKCUMS12AB018D4A0,TRAJFCC12903CC55AD,585414,Mamborama,AR02IU11187FB513F2,40.71427,New York NY,-74.00597,Tito Puente,0.0,180.00934,7,0.057,146.24,1,0.0,Mambo Tipico,1993,0,0,0,1,0,0,0,0
7297,SOEMFLG12CF530D4F6,TRAJFCB128F427FE87,217092,Pitch Black Progress,ARBD4QW1187FB42153,62.19845,Sweden,17.55142,Scar Symmetry,0.0,326.60853,3,0.692,120.022,4,0.786,Deviate From The Form,2006,0,0,1,0,1,0,0,0
7299,SOZSSCO12AF72A554D,TRAJFYK128F42579B0,263504,Holographic Universe,ARBD4QW1187FB42153,62.19845,Sweden,17.55142,Scar Symmetry,0.0,237.84444,1,0.651,110.107,4,0.853,The Three-Dimensional Shadow,2008,0,0,0,0,1,0,0,0
7301,SORKKTY12A8C132F3E,TRAJFDU128F426A5F4,284195,Freak Show,ARIH5GU1187FB4C958,-32.92953,Newcastle,151.7801,Silverchair,0.0,213.13261,7,0.0,91.922,4,0.357,The Door,1997,1,0,0,0,0,0,0,0
7302,SOQLWQU12A8C13C87E,TRAJFFF128F429874A,297944,Lifehouse,ARUTEVU1187B9ACAF9,34.05349,NORTH FORT MYERS Florida,-118.24532,Lifehouse,0.0,215.82322,1,0.375,164.002,4,0.0,Better Luck Next Time,2005,1,1,0,0,0,0,0,0
7304,SOVRVBI12A8C13AA09,TRAJFHV128F4274FC0,157882,La Historia,ARB5S4L1187FB4AD20,,,,Carlos Ponce,0.0,223.60771,5,0.791,98.501,4,0.786,Todo Lo Que Soy,1999,0,1,0,0,0,0,0,0
7306,SOAEUQV12AB01813F8,TRAJFRJ128F9328FF1,460183,Hurricane Relief: Come Together Now,AR4GAFY1187B9B639D,35.14953,Memphis Tennessee,-90.04898,B.B. King,0.0,237.66159,2,0.755,151.284,4,0.162,Early In The Morning,2002,1,0,0,0,0,0,0,0
7307,SOSAFCZ12AAFF41CD4,TRAJFQF128F92E354E,384801,Hold On,AR7MNIX1187B9A2A68,34.05349,California - LA,-118.24532,Tyrone Wells,0.0,252.65587,1,0.561,151.699,4,0.831,Baby Don't You Change,2005,1,0,0,0,0,1,0,0
7308,SOQDFVR12A8C13A3EF,TRAJLOR128F428CCC9,297093,Gone Again,ARXPDRB1187B9AD0B1,41.88415,Chicago IL,-87.63241,Patti Smith,0.0,293.53751,2,0.157,146.454,3,0.96,Wing,1996,1,0,0,0,0,0,0,0
7311,SOTZSWX12A8C13BF03,TRAJLIV128F42882D8,164547,Art Blakey's Jazz Messengers_ Lausanne 1960 Part 2  Swiss Radio Days_ Jazz Series Vol.6,AREEUJE1241B9C773F,,,,Art Blakey's Jazz Messengers,0.0,670.04036,2,0.426,144.737,4,0.278,A Night in Tunisia,0,0,0,0,1,0,0,0,0
7313,SOHDWYM12A8151AF55,TRAJLGV128F4232684,129766,Scott Joplin Piano Rags,AR76YOD1187FB46B24,40.71455,New York NY,-74.00712,Joshua Rifkin,0.0,282.09587,10,0.765,128.251,1,0.0,Fig Leaf Rag  (LP Version),1994,0,0,0,0,0,0,0,0
7315,SOYETRS12AB018A8F2,TRAJLJY12903CAF344,797645,Beautiful,ARCCK7B1187B994F9D,,,,Paul Glazby,0.0,541.51791,9,0.072,149.864,4,0.059,Beautiful,2001,0,0,0,0,0,0,0,0
7316,SOQQHZK12A8C144617,TRAJLOY128F92E4EAF,476351,Remember When - The very Best of Saga,AR4W2E01187FB416AC,43.64856,Toronto Ontario Canada,-79.38533,Saga,0.0,294.73914,1,0.538,101.303,4,1.0,Believe,0,0,0,0,0,0,0,0,0
7317,SOVAPNH12A8AE46E05,TRAJLKH128F422C613,234939,Righteous Rock: Classic Christian Hair Bands,ARCCRTI11F4C845308,,,,White Heart,0.0,222.06649,7,0.165,99.374,4,0.214,Nothing But The Best,0,1,0,0,0,0,0,0,0
7318,SORBLTE12A8AE47D0F,TRAJLEC128F93385A1,553563,Live 98 En Passant,AR7GOK91187FB455F5,48.85692,Paris France,2.34121,Jean-Jacques Goldman,0.0,236.09424,9,0.568,119.035,4,0.655,La Vie Par Procuration,1985,1,1,0,0,0,0,0,0
7322,SOBMHDZ12A58A79364,TRAJAXB128F92C65CD,314018,Tchamantché,ARUW6HS1187FB3F028,,,,Rokia Traoré,0.0,273.08363,7,0.384,109.804,4,0.319,Koronoko,2008,0,0,0,0,0,0,0,0
7324,SOWGAUD12A58A76907,TRAJAPH128F4271357,92235,God Dam Dogs,ARHKOPH11F919A768B,40.19033,Ohio,-82.66947,Coffinberry,0.0,146.83383,4,0.0,152.628,4,0.412,Welcome To Hell,0,0,0,0,0,0,0,0,0
7329,SOQHIVV12A6D4FB2BE,TRAJABU128F4239037,134156,Lava Ground,ARLFUII1187FB565E5,,,,I Wayne,0.0,244.32281,6,0.508,67.606,5,0.877,Grow Proper,2005,0,0,0,0,0,0,0,0
7330,SOLGASB12A58A79460,TRAJASJ128F1492899,51852,Born Again,ARTJ9GZ1187B9B46DE,41.88415,Chicago IL,-87.63241,Young-Holt Unlimited,0.0,266.05669,2,0.368,156.298,4,0.0,We've Only Just Begun (LP Version),1971,0,0,0,0,0,0,0,0
7332,SOMBWDW12A6D4F7248,TRAJAGW128EF3664E1,85226,Romeo,AR1NRA91187FB404C3,,,,Jazzy B,0.0,411.68934,4,0.415,156.066,4,0.073,Soorma,2005,0,0,0,0,0,0,0,0
7333,SOZEIRC12AB018A634,TRAJAVF12903CD4825,591012,Right Now Right Now,ARYF20K1187B9B76BD,33.78779,ORANGE California,-117.85311,George Lopez,0.0,211.53914,3,0.041,126.792,7,0.39,Memmer?... U Memmer!,0,0,0,0,0,0,0,0,0
7334,SOEFTHD12A8C13EC47,TRAJAZP128F4290FF9,223368,Leviathan,ARMQHX71187B9890D3,33.749,Atlanta GA,-84.38798,Mastodon,0.0,262.89587,2,0.507,145.997,1,0.0,Megalodon,2004,1,0,0,0,1,0,0,0
7335,SOXIBUG12AB018914B,TRAJAZY12903CDD671,726761,Music For Cocktails - Fashion Show,ARDUBUY12086C1464B,,,,Brenda Boykin,0.0,263.73179,1,0.621,86.684,5,1.0,Be My Lover,2008,0,0,0,1,0,1,0,0
7336,SOFYIZF12A81C1FF4E,TRAJKXS128F42340B5,130922,The Cure - Greatest Hits (Deluxe Sound & Vision) PAL,ARWA6NT1187FB3F15C,51.11655,Crawley England,-0.18703,The Cure,0.0,250.85342,2,0.215,135.038,4,0.048,Cut Here,2001,1,1,0,0,0,0,0,0
7338,SOWZBDU12A8AE48A29,TRAJKZZ128F4237B19,184947,I Nuovi Angeli Cantaitalia,AR1XVTM1187B996D57,44.11559,Oregon,-120.51484,I Nuovi Angeli,0.0,231.07873,4,0.771,85.375,4,0.352,Carovana,0,0,0,0,0,0,0,0,0
7343,SOIAJRZ12A8C136212,TRAJKMI128F4281107,292859,Garage Classics Volume II Summer Edition,ARQKXX41187FB4EB0E,,,,Baby D,0.0,231.18322,7,0.426,90.038,3,1.0,Let Me Be Your Fantasy,0,0,1,1,0,0,1,0,0
7345,SORBDNB12AAF3B1B4E,TRAJKIG128F92D9132,323348,Still Making History,ARW2DG51187B9A170F,44.81187,Belgrade Yugoslavia,20.46414,Ana Popovic,0.0,322.66404,7,0.399,156.948,3,1.0,U Complete Me (Blues Version - Bonus Track),2007,1,0,0,0,0,0,0,0
7346,SOQDEXL12A6D4F7004,TRAJKTV128F1453E3C,20903,What The Game's Been Missing!,ARZXTEY1187B9997A7,40.80788,New York NY [Harlem],-73.94542,Juelz Santana  Bezel,0.0,254.51057,10,0.347,104.99,3,0.792,Violence,2005,0,0,0,0,0,0,0,0
7347,SOYQZID12A8AE48BDA,TRAJUAP128F423CB89,136011,Sprung,ARDC3571187B9988E1,33.76672,Long Beach CA,-118.1924,Nu Flavor,0.0,242.38975,11,0.051,96.057,4,0.873,Sprung (Cibola Mix W Rap),0,0,0,0,0,0,0,0,0
7348,SOCWFQT12AB0188AA1,TRAJUYV128F93378E6,368978,Heritage - Récital N°1 & 2 - BAM (1954-1955),ARYDFJA1241B9CBFF2,,,,Jacques Douai,0.0,189.59628,2,0.244,77.645,3,0.813,Le Dormeur du Val,0,0,0,0,0,0,0,0,0
7349,SOQVLPI12AB017F740,TRAJUXT128F932B03C,504344,Voice Of Jamaica,ARCNOK81187B98CA3F,17.99702,Kingston Jamaica,-76.79358,Buju Banton,0.0,256.78322,2,0.054,85.988,4,0.189,Searching,1993,0,0,0,0,0,0,0,0
